Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU,SQ_INSTS_SALU,FETCH_SIZE,WRITE_SIZE
2032,"init_kernel() [clone .kd]",0,2,1759,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2033,"__amd_rocclr_fillBufferAligned.kd",0,2,1760,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
2034,"__amd_rocclr_fillBufferAligned.kd",0,2,1761,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2035,"__amd_rocclr_fillBufferAligned.kd",0,2,1762,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2036,"__amd_rocclr_fillBufferAligned.kd",0,2,1763,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2037,"void gemvt_kernel<false, 256, int, double, double, double, double>(int, int, double, long, double const*, long, int, long, double const*, long, int, long, double, long, double*, long, int, long) [clone .kd]",0,2,1770,122848,122848,1792,256,2048,0,8,40,104576,0x0,0x7f8c9f559640,924,1946,3.3750000000,0.0000000000
2038,"SIGMAm1_times_vec(double*, double*, double*, int) [clone .kd]",0,2,1771,122848,122848,128,128,0,0,8,24,30976,0x0,0x7f8b6a03eac0,15,2,0.7500000000,0.0000000000
2039,"void gemvn_kernel<64, 16, int, double, double, double, double>(int, int, double, long, double const*, long, int, long, double const*, long, int, long, double, long, double*, long, int, long) [clone .kd]",0,2,1772,122848,122848,1024,1024,32768,0,32,56,69760,0x0,0x7f8c9f559340,1218,1089,2.5625000000,0.0000000000
2040,"__amd_rocclr_fillBufferAligned.kd",0,2,1773,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.6250000000,4519.5000000000
2041,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1775,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17238.8750000000,6098.6250000000
2042,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1776,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17229.5625000000,6157.2500000000
2043,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1777,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17227.4375000000,6210.1250000000
2044,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1778,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17236.5000000000,6180.3750000000
2045,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1779,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17230.5000000000,6145.8750000000
2046,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1780,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17234.4375000000,6161.5000000000
2047,"void rocblas_scal_kernel<double, double, double*>(int, double, long, double*, long, int, long) [clone .kd]",0,2,1781,122848,122848,1102592,256,0,0,4,24,31680,0x0,0x7f8ca6773c00,241182,292862,7673.1875000000,4519.5000000000
2048,"void axpy_kernel<256, double, double, double const*, double*>(int, double, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1782,122848,122848,1102592,256,0,0,4,32,59968,0x0,0x7f8ca66bc380,516815,430679,16373.5625000000,6101.1250000000
2049,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1783,122848,122848,1102592,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,378998,516813,8610.8750000000,6122.8750000000
2050,"init_kernel() [clone .kd]",0,2,1785,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2051,"__amd_rocclr_fillBufferAligned.kd",0,2,1787,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
2052,"__amd_rocclr_fillBufferAligned.kd",0,2,1788,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2053,"__amd_rocclr_fillBufferAligned.kd",0,2,1789,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2054,"__amd_rocclr_fillBufferAligned.kd",0,2,1790,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2055,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1796,122848,122848,143616,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,2053744,3423516,63424.4375000000,8525.6562500000
2056,"Cijk_Ailk_Bljk_DB_MT128x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT4_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1797,122848,122848,39168,256,28672,0,128,88,70555392,0x0,0x7f8c8a0f9bc0,1764460,1230092,22435.3750000000,6632.7812500000
2057,"init_kernel() [clone .kd]",0,2,1799,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2058,"__amd_rocclr_fillBufferAligned.kd",0,2,1800,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
2059,"__amd_rocclr_fillBufferAligned.kd",0,2,1801,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2060,"__amd_rocclr_fillBufferAligned.kd",0,2,1802,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2061,"__amd_rocclr_fillBufferAligned.kd",0,2,1803,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2062,"dlansy_max_kernel_lower(int, double const*, int, double*) [clone .kd]",0,15,0,122848,122848,1088,64,0,0,8,24,12544,0x0,0x7f8ca679eac0,126972,29347,4365.8125000000,1.0000000000
2063,"void magma_max_nan_kernel<double>(int, double*) [clone .kd]",0,15,1,122848,122848,512,512,4096,0,8,24,11264,0x0,0x7f8ca67a5dc0,342,264,1.1250000000,0.0000000000
2064,"init_kernel() [clone .kd]",0,2,1809,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2065,"__amd_rocclr_fillBufferAligned.kd",0,2,1810,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
2066,"__amd_rocclr_fillBufferAligned.kd",0,2,1811,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2067,"__amd_rocclr_fillBufferAligned.kd",0,2,1812,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2068,"__amd_rocclr_fillBufferAligned.kd",0,2,1813,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2069,"__amd_rocclr_fillBufferAligned.kd",0,2,1819,122848,122848,67328,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,19960,14706,11.4375000000,0.0000000000
2070,"init_kernel() [clone .kd]",0,2,1822,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2071,"__amd_rocclr_fillBufferAligned.kd",0,2,1823,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
2072,"__amd_rocclr_fillBufferAligned.kd",0,2,1824,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2073,"__amd_rocclr_fillBufferAligned.kd",0,2,1825,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2074,"__amd_rocclr_fillBufferAligned.kd",0,2,1826,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2075,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1832,122848,122848,29952,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,463118,508862,5571.5000000000,345.1875000000
2076,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1834,122848,122848,29952,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,277358,321134,3226.8750000000,314.3125000000
2077,"init_kernel() [clone .kd]",0,2,1837,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2078,"__amd_rocclr_fillBufferAligned.kd",0,2,1838,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
2079,"__amd_rocclr_fillBufferAligned.kd",0,2,1839,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2080,"__amd_rocclr_fillBufferAligned.kd",0,2,1840,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2081,"__amd_rocclr_fillBufferAligned.kd",0,2,1841,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2082,"dlaset_band_upper(int, int, double, double, double*, int) [clone .kd]",0,2,1847,122848,122848,1088,64,0,0,4,32,5632,0x0,0x7f8ca67afcc0,8905,6426,6.7500000000,0.0000000000
2083,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1850,122848,122848,4352,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,11376,16864,341.5625000000,0.0000000000
2084,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1851,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,32637,16896,212.8125000000,0.0000000000
2085,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,1852,122848,122848,8448,256,6144,0,24,88,4248896,0x0,0x7f8c8a0ba380,30822,24618,8.3125000000,0.0000000000
2086,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1854,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,26464,44280,915.0000000000,0.0000000000
2087,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1855,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.3125000000,0.0000000000
2088,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1856,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.3750000000,0.0000000000
2089,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1857,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6250000000,0.0000000000
2090,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1858,122848,122848,16896,256,6144,0,24,96,4165952,0x0,0x7f8c8a0ba180,43400,87236,27.9375000000,0.0000000000
2091,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1860,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,32992,55160,1472.4375000000,0.0000000000
2092,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1861,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.1875000000,0.0000000000
2093,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1862,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.0000000000,0.0000000000
2094,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1863,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.4375000000,0.0000000000
2095,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,1864,122848,122848,25344,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,61324,100948,30.5000000000,1.8437500000
2096,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1866,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,39520,66040,2029.6875000000,0.0000000000
2097,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1867,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.3750000000,0.0000000000
2098,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1868,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.7500000000,0.0000000000
2099,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1869,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6875000000,0.0000000000
2100,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,1870,122848,122848,33792,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,79248,134988,31.1875000000,26.0312500000
2101,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,1872,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,46048,76920,2586.1875000000,0.0000000000
2102,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1873,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.1875000000,0.0000000000
2103,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1874,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.4375000000,0.0000000000
2104,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,1875,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6875000000,0.0000000000
